"id","sessionId","promptId","name"
"510","315","28","Ensure the sharpness of the instrument sounds is enhanced."
"511","486","21","Adjust the audio settings to create a feel-good atmosphere."
"512","30","24","Ensure the audio has a smooth and soothing character that aids concentration."
"513","269","26","Ensure the narrator's voice is clear."
"514","73","14","Adjust the sound balance for a comforting effect."
"515","363","7","Adjust the sound to emphasize the intricacies of vocal harmonization."
"516","47","1","I want a full, rich sound."
"517","317","9","Increase the music's presence to create a sensation of solitude."
"518","253","26","Ensure the narrator's voice is clear."
"519","496","23","Transition the sound ambiance to reflect the vibrancy of summer."
"520","181","27","Enhance the clarity of sound to ensure nostalgia is amplified by crisp audio quality."
"521","350","8","Enhance the definition of audio for a deeper appreciation of the music."
"522","395","21","Adjust the audio settings to create a feel-good atmosphere."
"523","456","14","Adjust the sound balance for a comforting effect."
"524","263","17","Increase the separation between instruments and voices to add airiness."
"525","70","20","Enhance the clarity of the vocal track."
"526","233","17","Increase the separation between instruments and voices to add airiness."
"527","307","20","Enhance the clarity of the vocal track."
"528","280","14","Adjust the sound balance for a comforting effect."
"529","410","5","Optimize vocal balance for acapella performances."
"530","495","4","Enhance vocal clarity in the audio."
"531","496","19","Enhance the liveliness of the narrator's voice delivery."
"532","339","19","Enhance the liveliness of the narrator's voice delivery."
"533","186","2","Reduce the sharpness of the treble."
"534","380","10","Optimize vocal presence for an immersive storytelling experience."
"535","325","6","Lower the levels of harsh or aggressive audio elements that may cause stress."
"536","280","17","Increase the separation between instruments and voices to add airiness."
"537","38","0","Enhance the high-end details in the audio."
"538","332","6","Lower the levels of harsh or aggressive audio elements that may cause stress."
"539","249","20","Enhance the clarity of the vocal track."
"540","424","13","Adjust the sound so I can hear the instructions better."
"541","170","13","Adjust the sound so I can hear the instructions better."
"542","197","15","Provide clear and distinct audio playback for music."
"543","311","10","Optimize vocal presence for an immersive storytelling experience."
"544","124","0","Enhance the high-end details in the audio."
"545","441","16","Adjust the audio to highlight previously unnoticed instruments."
"546","393","2","Reduce the sharpness of the treble."
"547","383","26","Ensure the narrator's voice is clear."
"548","160","23","Transition the sound ambiance to reflect the vibrancy of summer."
"549","62","2","Reduce the sharpness of the treble."
"550","157","13","Adjust the sound so I can hear the instructions better."
"551","64","9","Increase the music's presence to create a sensation of solitude."
"552","371","29","Balance the audio to ensure the backing vocals are not overshadowed by the lead vocals."
"553","191","27","Enhance the clarity of sound to ensure nostalgia is amplified by crisp audio quality."
"554","291","5","Optimize vocal balance for acapella performances."
"555","248","26","Ensure the narrator's voice is clear."
"556","328","29","Balance the audio to ensure the backing vocals are not overshadowed by the lead vocals."
"557","118","3","Enhance the warmth of the music."
"558","162","0","Enhance the high-end details in the audio."
"559","378","17","Increase the separation between instruments and voices to add airiness."
"560","341","6","Lower the levels of harsh or aggressive audio elements that may cause stress."
"561","208","14","Adjust the sound balance for a comforting effect."
"562","319","26","Ensure the narrator's voice is clear."
"563","276","28","Ensure the sharpness of the instrument sounds is enhanced."
"564","435","17","Increase the separation between instruments and voices to add airiness."
"565","329","22","Ensure the audio has a rich and engaging sound profile."
"566","483","9","Increase the music's presence to create a sensation of solitude."
"567","446","27","Enhance the clarity of sound to ensure nostalgia is amplified by crisp audio quality."
"568","148","26","Ensure the narrator's voice is clear."
"569","418","19","Enhance the liveliness of the narrator's voice delivery."
"570","416","14","Adjust the sound balance for a comforting effect."
"571","130","20","Enhance the clarity of the vocal track."
"572","319","8","Enhance the definition of audio for a deeper appreciation of the music."
"573","132","0","Enhance the high-end details in the audio."
"574","272","24","Ensure the audio has a smooth and soothing character that aids concentration."
"575","419","8","Enhance the definition of audio for a deeper appreciation of the music."
"576","375","21","Adjust the audio settings to create a feel-good atmosphere."
"577","32","15","Provide clear and distinct audio playback for music."
"578","251","25","Ensure the drums are distinctly audible."
"579","350","10","Optimize vocal presence for an immersive storytelling experience."
"580","205","25","Ensure the drums are distinctly audible."
"581","262","28","Ensure the sharpness of the instrument sounds is enhanced."
"582","373","24","Ensure the audio has a smooth and soothing character that aids concentration."
"583","172","8","Enhance the definition of audio for a deeper appreciation of the music."
"584","42","8","Enhance the definition of audio for a deeper appreciation of the music."
"585","477","0","Enhance the high-end details in the audio."
"586","489","11","Enhance the depth and power of the bass."
"587","388","16","Adjust the audio to highlight previously unnoticed instruments."
"588","423","9","Increase the music's presence to create a sensation of solitude."
"589","190","26","Ensure the narrator's voice is clear."
"590","232","7","Adjust the sound to emphasize the intricacies of vocal harmonization."
"591","71","19","Enhance the liveliness of the narrator's voice delivery."
"592","313","21","Adjust the audio settings to create a feel-good atmosphere."
"593","370","15","Provide clear and distinct audio playback for music."
"594","320","22","Ensure the audio has a rich and engaging sound profile."
"595","302","28","Ensure the sharpness of the instrument sounds is enhanced."
"596","208","13","Adjust the sound so I can hear the instructions better."
"597","254","18","Make the solo more prominent."
"598","145","16","Adjust the audio to highlight previously unnoticed instruments."
"599","195","6","Lower the levels of harsh or aggressive audio elements that may cause stress."
"600","399","11","Enhance the depth and power of the bass."
